observacao;idade;uf;regiao;carencia;percentual_entrada_veicu;ano_modelo_veic;idade_bem;qtde_prestacoes;vlr_principal;taxa_mensal;vlr_renda;vlr_max_renda_presum;pc_compr_renda_familiar;autonomos;taxistas;status_prop;score_sis;var_1;var_2;var_3;var_4;var_5;idade_veiculo;target
obs4308;76;BA;NORDESTE;30;49.74;2016;>= 3 anos;60;16774.11;1.54;2132.0;1804.0;20;N;N;EF;643;;;;;S;5;0.0
obs5419;63;BA;NORDESTE;30;85.67;2021;0 Km;36;23655.64;1.04;8200.0;2952.0;10;N;N;EF;692;1.0;A2;BOM;A1;;0;0.0
obs803;66;MS;CENTRO-OESTE;30;68.63;2021;0 Km;36;29407.98;0.0;3490.05;4305.0;24;N;N;EF;720;3.0;A2;PESS;A1;S;0;0.0
obs8284;64;SP;SULDESTE;30;45.93;2022;0 Km;36;22283.61;0.87;4100.0;4305.0;0;N;N;EF;768;2.0;A4;BOM;A1;S;-1;0.0
obs6375;62;MG;SULDESTE;30;60.05;2022;0 Km;12;23752.18;0.0;2624.0;8282.0;0;N;N;EF;722;1.0;A4;PESS;A1;S;-1;0.0
obs646;60;SP;SULDESTE;30;76.15;2021;0 Km;24;17854.89;0.0;4100.0;6068.0;18;N;N;EF;760;3.0;A4;BOM;A1;N;0;0.0
obs181;64;ES;SULDESTE;30;26.95;2021;0 Km;37;33739.37;1.13;3936.0;2091.0;32;N;N;EF;681;3.0;A2;PESS;B2;S;0;1.0
obs4078;33;PA;NORTE;30;0.0;2022;0 Km;60;45527.43;1.12;4168.12;2501.0;0;N;N;EF;750;3.0;A2;BOM;C3;S;-1;0.0
obs8339;45;PA;NORTE;30;20.74;2019;2 anos;48;29518.39;1.34;5740.0;4264.0;15;N;N;EF;675;;;;;S;2;0.0
obs6488;42;SP;SULDESTE;30;50.64;2022;0 Km;24;29102.77;0.59;3772.0;2583.0;0;N;N;EF;763;3.0;A2;BOM;A1;S;-1;0.0
obs2945;42;RJ;SULDESTE;30;4.43;2018;>= 3 anos;48;37097.68;1.49;4920.0;2583.0;23;N;N;EF;658;;;;;;3;0.0
obs656;29;DF;CENTRO-OESTE;30;40.17;2021;0 Km;48;25705.93;0.83;7380.0;1394.0;8;N;N;EF;746;1.0;A2;BOM;A2;;0;0.0
obs1506;76;RJ;SULDESTE;30;56.05;2021;0 Km;36;22857.37;1.01;4756.0;2501.0;16;N;N;EF;692;3.0;A4;RUIM;A1;N;0;0.0
obs7441;59;SP;SULDESTE;30;46.21;2021;0 Km;49;98387.14;1.06;12300.0;8487.0;0;N;N;EF;760;2.0;A4;BOM;A3;S;0;0.0
obs7393;27;PB;NORDESTE;30;6.97;2018;>= 3 anos;60;29743.77;1.65;3116.0;1025.0;26;N;N;EF;663;;;;;S;3;0.0
obs3992;38;MG;SULDESTE;30;29.78;2021;0 Km;36;35315.15;1.27;5412.0;4264.0;22;N;N;EF;693;3.0;A2;BOM;B1;S;0;0.0
obs4380;53;GO;CENTRO-OESTE;30;41.41;2022;0 Km;48;24323.09;1.16;3280.0;1845.0;20;N;S;EF;674;3.0;A2;RUIM;A2;N;-1;0.0
obs6209;62;CE;NORDESTE;30;29.14;2021;0 Km;49;62126.33;0.93;4920.0;1558.0;36;N;N;EF;711;1.0;A2;BOM;B3;;0;0.0
obs3935;36;PE;NORDESTE;30;28.28;2022;0 Km;49;63413.12;0.93;5904.0;4346.0;31;N;N;EF;682;1.0;A2;BOM;B3;S;-1;0.0
obs3051;47;RJ;SULDESTE;30;13.3;2018;>= 3 anos;48;27959.38;1.45;4920.0;2952.0;17;N;N;EF;661;;;;;N;3;0.0
obs7311;31;CE;NORDESTE;30;54.01;2022;0 Km;36;21161.68;0.62;2296.0;779.0;30;N;N;EF;746;3.0;A1;BOM;A1;N;-1;0.0
obs396;41;RS;SUL;30;31.95;2021;0 Km;60;29408.9;1.39;4920.0;1230.0;14;N;N;EF;665;2.0;A2;BOM;B3;S;0;0.0
obs6369;25;SP;SULDESTE;30;36.17;2022;0 Km;36;37402.77;1.22;4510.0;2583.0;28;N;N;EF;617;1.0;A1;BOM;B1;N;-1;0.0
obs5522;44;PE;NORDESTE;30;25.0;2015;>= 3 anos;48;25409.91;1.61;3280.0;2501.0;24;N;N;EF;672;;;;;S;6;0.0
obs2270;39;PR;SUL;30;40.85;2022;0 Km;49;28670.58;1.1;1640.0;1845.0;53;N;N;EF;682;1.0;A4;PESS;A3;;-1;0.0
obs5269;39;SE;NORDESTE;30;42.55;2022;0 Km;37;47630.23;0.87;7380.0;4223.0;23;N;N;EF;697;3.0;A2;BOM;A2;S;-1;0.0
obs2491;29;PA;NORTE;30;38.63;2022;0 Km;60;40521.04;1.06;3936.0;1312.0;0;N;N;EF;693;1.0;A1;BOM;B3;;-1;0.0
obs2018;47;TO;NORTE;30;71.43;2021;0 Km;36;23564.69;0.76;6560.0;2665.0;11;N;N;EF;706;3.0;A2;BOM;A1;S;0;0.0
obs4875;62;GO;CENTRO-OESTE;30;25.17;2021;0 Km;60;45240.75;1.61;4920.0;3157.0;24;N;S;EF;646;2.0;A1;RUIM;B3;N;0;0.0
obs7733;64;PA;NORTE;30;66.65;2022;0 Km;24;16246.69;0.66;3280.0;8651.0;23;N;N;EF;747;3.0;A2;BOM;A1;S;-1;0.0
obs5694;55;DF;CENTRO-OESTE;30;12.74;2022;0 Km;60;57839.38;1.44;11480.0;6273.0;13;N;N;EF;707;2.0;A1;BOM;C3;S;-1;0.0
obs7689;58;RJ;SULDESTE;30;0.0;2021;0 Km;60;55938.68;1.23;6560.0;3239.0;21;N;N;EF;747;1.0;A4;BOM;C3;;0;0.0
obs1968;48;SP;SULDESTE;30;1.99;2022;0 Km;60;41719.72;1.23;5740.0;11726.0;0;N;N;EF;772;3.0;A1;BOM;C3;S;-1;0.0
obs6412;56;SP;SULDESTE;30;63.6;2022;0 Km;24;32134.05;0.0;5740.0;2624.0;0;N;N;EF;777;3.0;A4;BOM;A1;S;-1;0.0
obs3542;63;RS;SUL;30;29.37;2020;2 anos;48;36968.54;1.64;4264.0;1845.0;0;N;N;EF;694;;;;;N;1;0.0
obs1608;40;RO;NORTE;30;26.34;2021;0 Km;49;66484.95;0.83;4100.0;1312.0;0;N;N;EF;763;3.0;A2;BOM;B3;S;0;0.0
obs5621;55;PR;SUL;30;43.28;2015;>= 3 anos;48;19693.41;1.16;2624.0;1353.0;0;S;N;EF;688;;;;;N;6;0.0
obs7617;51;RS;SUL;30;23.94;2022;0 Km;60;66106.45;1.66;11118.38;3977.0;15;N;N;EF;674;3.0;A4;RUIM;B3;S;-1;0.0
obs8932;75;RJ;SULDESTE;30;45.7;2021;0 Km;37;37838.04;1.24;12300.0;2829.0;0;N;N;EF;724;3.0;A4;PESS;A2;S;0;0.0
obs5054;26;SC;SUL;30;48.86;2022;0 Km;49;48616.23;0.93;4920.0;1804.0;27;N;N;EF;689;2.0;A1;BOM;A3;S;-1;0.0
obs9107;50;AM;NORTE;30;29.63;2022;0 Km;37;30584.11;1.18;2460.0;1845.0;47;N;N;EF;678;3.0;A2;RUIM;B2;S;-1;0.0
obs8053;46;PE;NORDESTE;30;28.0;2022;0 Km;49;57682.37;1.02;8200.0;2091.0;20;S;N;EF;706;3.0;A2;PESS;B3;S;-1;0.0
obs944;53;SP;SULDESTE;30;59.3;2021;0 Km;48;29271.92;0.93;4100.0;4346.0;18;N;N;EF;715;3.0;A4;PESS;A2;S;0;0.0
obs7650;59;MG;SULDESTE;30;26.57;2022;0 Km;49;60467.34;0.83;14760.0;2788.0;11;N;N;EF;681;3.0;A4;RUIM;B3;S;-1;0.0
obs9296;23;SC;SUL;30;30.03;2022;0 Km;48;60402.23;1.16;3772.0;820.0;45;N;N;EF;689;1.0;A1;BOM;B2;S;-1;1.0
obs3671;51;ES;SULDESTE;30;61.43;2019;2 anos;48;23623.12;0.96;4920.0;4469.0;13;N;N;EF;675;;;;;N;2;0.0
obs1432;41;CE;NORDESTE;30;48.97;2012;>= 3 anos;48;10870.51;1.69;2132.0;1312.0;16;N;N;EF;646;;;;;N;9;0.0
obs590;45;RS;SUL;30;72.0;2021;0 Km;24;25322.31;0.0;4346.0;2501.0;25;N;N;EF;755;3.0;A4;BOM;A1;N;0;0.0
obs9521;44;AM;NORTE;30;50.53;2022;0 Km;36;40805.56;1.22;6560.0;8364.0;21;N;N;EF;742;3.0;A2;BOM;A1;S;-1;0.0
obs5784;57;RJ;SULDESTE;30;43.77;2022;0 Km;48;42650.38;0.95;9840.0;4387.0;11;N;N;EF;747;3.0;A4;BOM;A2;S;-1;0.0
obs4136;46;SC;SUL;30;10.07;2021;0 Km;60;37172.19;1.33;6150.0;1845.0;0;N;S;EF;702;2.0;A1;RUIM;C3;S;0;0.0
obs9681;74;PA;NORTE;30;1.06;2022;0 Km;60;43534.6;1.18;3608.0;1845.0;28;N;N;EF;747;3.0;A2;BOM;C3;N;-1;0.0
obs9109;42;SP;SULDESTE;30;17.42;2017;>= 3 anos;48;35094.5;1.69;4100.0;2583.0;26;S;N;EF;657;;;;;N;4;0.0
obs8513;41;SC;SUL;30;58.69;2022;0 Km;60;33820.65;1.38;4920.0;1312.0;17;N;N;EF;682;1.0;A2;BOM;A3;;-1;0.0
obs7459;61;RS;SUL;30;63.61;2022;0 Km;36;24546.69;0.61;1230.0;533.0;65;N;N;EF;696;1.0;A4;BOM;A1;;-1;0.0
obs8862;54;MA;NORDESTE;30;0.0;2015;>= 3 anos;48;31116.7;2.13;4182.0;8446.0;25;N;N;EF;643;;;;;S;6;0.0
obs9498;37;MG;SULDESTE;30;33.21;2022;0 Km;49;43399.74;1.22;3280.0;1107.0;41;N;N;EF;737;1.0;A1;BOM;B3;;-1;0.0
obs2004;44;ES;SULDESTE;30;60.26;2018;>= 3 anos;36;15489.95;0.86;8200.0;6027.0;6;N;N;EF;683;;;;;S;3;0.0
obs3121;30;PE;NORDESTE;30;10.35;2021;0 Km;60;36199.91;0.93;5330.0;1804.0;14;N;N;EF;746;3.0;A4;BOM;C3;S;0;0.0
obs2526;62;SP;SULDESTE;30;60.0;2021;0 Km;12;21783.9;0.0;8200.0;2624.0;23;N;N;EF;681;3.0;A4;PESS;A1;N;0;0.0
obs7530;36;PB;NORDESTE;30;46.76;2021;0 Km;24;83947.25;0.84;13776.0;1312.0;28;N;N;EF;746;3.0;A2;BOM;A1;N;0;0.0
obs2414;62;SP;SULDESTE;30;75.38;2021;0 Km;24;22368.27;0.0;14760.0;8446.0;0;N;N;EF;777;3.0;A4;BOM;A1;S;0;0.0
obs809;28;RR;NORTE;30;22.4;2021;0 Km;49;32098.0;1.05;4510.0;615.0;21;N;N;EF;706;2.0;A4;BOM;B3;S;0;0.0
obs2654;45;SP;SULDESTE;30;17.6;2021;0 Km;60;46754.5;1.08;4674.0;15744.0;0;N;N;EF;772;3.0;A1;BOM;C3;S;0;0.0
obs2049;57;MG;SULDESTE;30;76.63;2016;>= 3 anos;48;29572.25;1.18;4100.0;5945.0;20;N;N;EF;711;;;;;;5;0.0
obs3291;27;RJ;SULDESTE;30;70.67;2021;0 Km;60;16165.62;1.08;4264.0;1271.0;9;N;N;EF;729;1.0;A1;BOM;A3;;0;0.0
obs5080;55;SP;SULDESTE;30;11.14;2022;0 Km;48;40527.01;1.21;6560.0;1599.0;17;S;N;EF;707;3.0;A4;BOM;C2;N;-1;0.0
obs2265;34;MG;SULDESTE;30;44.27;2022;0 Km;60;25074.48;1.04;2132.0;1312.0;27;N;N;EF;691;3.0;A1;RUIM;A3;N;-1;0.0
obs719;53;SC;SUL;30;28.84;2021;0 Km;48;33608.04;1.06;3690.0;2665.0;0;N;N;EF;691;3.0;A4;BOM;B2;;0;0.0
obs1486;66;PA;NORTE;30;50.45;2021;0 Km;60;39344.47;0.83;7954.0;4264.0;0;N;N;EF;760;2.0;A2;BOM;A3;S;0;0.0
obs9082;37;SC;SUL;30;20.0;2015;>= 3 anos;48;25651.79;1.93;3936.0;1312.0;21;N;N;EF;658;;;;;N;6;0.0
obs2602;42;SP;SULDESTE;30;24.0;2021;0 Km;60;37973.1;1.26;2870.0;1886.0;32;N;N;EF;706;3.0;A2;RUIM;B3;S;0;0.0
obs156;72;RJ;SULDESTE;30;25.55;2021;0 Km;60;53782.34;1.4;9840.0;2788.0;14;N;N;EF;683;3.0;A4;RUIM;B3;N;0;0.0
obs3294;62;SP;SULDESTE;30;32.57;2021;2 anos;36;25935.61;0.88;3280.0;1968.0;26;S;N;EF;692;;;;;S;0;0.0
obs1937;32;RS;SUL;30;40.0;2014;>= 3 anos;48;19920.34;1.48;3034.0;1517.0;20;N;N;EF;687;;;;;;7;0.0
obs3855;38;PR;SUL;30;16.86;2021;0 Km;60;36631.94;1.2;2993.0;1271.0;28;N;N;EF;737;1.0;A4;BOM;C3;;0;0.0
obs6726;36;SC;SUL;30;51.61;2017;>= 3 anos;48;25983.79;1.02;3690.0;1886.0;19;N;N;EF;700;;;;;N;4;0.0
obs677;34;SC;SUL;30;77.66;2018;>= 3 anos;18;7653.64;1.06;1722.0;820.0;28;N;N;EF;700;;;;;S;3;0.0
obs5918;62;RJ;SULDESTE;30;81.18;2021;0 Km;24;13923.25;0.09;5740.0;3280.0;10;N;N;EF;760;3.0;A4;BOM;A1;S;0;0.0
obs6959;36;GO;CENTRO-OESTE;30;49.73;2017;>= 3 anos;48;36522.49;1.76;4756.0;1845.0;23;N;N;EF;647;;;;;N;4;0.0
obs4811;46;SP;SULDESTE;30;71.06;2020;2 anos;24;19287.31;0.86;3690.0;6027.0;24;N;N;EF;662;;;;;S;1;0.0
obs4714;57;PR;SUL;30;72.1;2021;0 Km;24;20612.11;0.0;4920.0;16031.0;0;N;N;EF;777;3.0;A4;BOM;A1;N;0;0.0
obs1014;63;CE;NORDESTE;30;51.56;2021;0 Km;48;47449.44;0.95;32800.0;16974.0;0;N;N;EF;764;3.0;A1;BOM;A2;S;0;0.0
obs9482;69;ES;SULDESTE;30;39.14;2021;0 Km;49;43840.38;1.22;12300.0;6232.0;11;N;N;EF;711;3.0;A2;BOM;B3;S;0;0.0
obs5642;43;SP;SULDESTE;30;24.96;2021;0 Km;49;56240.57;1.42;4428.0;1804.0;39;N;N;EF;669;1.0;A1;BOM;B3;;0;0.0
obs2807;67;RJ;SULDESTE;30;58.73;2022;0 Km;36;30582.18;0.82;6560.0;3157.0;0;N;N;EF;777;3.0;A4;BOM;A1;N;-1;0.0
obs7986;62;SP;SULDESTE;30;15.24;2014;>= 3 anos;36;17635.61;1.66;6560.0;4346.0;10;N;N;EF;664;;;;;S;7;0.0
obs7951;24;PI;NORDESTE;30;60.07;2022;0 Km;37;19767.53;1.18;4100.0;984.0;18;N;N;EF;689;1.0;A2;BOM;A2;;-1;0.0
obs8094;62;MA;NORDESTE;30;0.0;2022;0 Km;60;47446.12;1.5;3280.0;1066.0;0;N;N;EF;724;3.0;A4;RUIM;C3;S;-1;0.0
obs5103;44;SP;SULDESTE;30;0.0;2015;>= 3 anos;48;33737.61;1.5;7134.0;3198.0;13;N;N;EF;681;;;;;S;6;0.0
obs3420;41;MG;SULDESTE;30;34.77;2020;2 anos;36;35342.41;0.88;3280.0;2542.0;36;N;N;EF;679;;;;;N;1;0.0
obs5401;39;BA;NORDESTE;30;72.22;2021;2 anos;18;21754.11;0.63;13940.0;5945.0;9;N;N;EF;664;;;;;S;0;0.0
obs5654;57;MG;SULDESTE;30;63.04;2022;0 Km;24;30858.75;0.0;24600.0;11275.0;5;N;N;EF;760;3.0;A1;BOM;A1;S;-1;0.0
obs3206;57;CE;NORDESTE;30;41.52;2021;0 Km;49;28722.98;1.1;8200.0;1927.0;10;N;N;EF;664;3.0;A1;PESS;A3;S;0;0.0
obs7780;35;PR;SUL;30;30.99;2022;0 Km;60;36069.31;1.13;3280.0;1148.0;26;N;N;EF;697;2.0;A1;RUIM;B3;S;-1;0.0
obs5337;65;RR;NORTE;30;55.56;2021;0 Km;48;67403.25;1.26;15580.0;3321.0;12;N;N;EF;655;3.0;A4;PESS;A2;N;0;0.0
obs143;36;SP;SULDESTE;30;19.33;2021;0 Km;48;45381.01;1.43;4100.0;1312.0;33;N;N;EF;678;3.0;A1;RUIM;C2;N;0;0.0
obs1815;51;SE;NORDESTE;30;32.66;2021;0 Km;49;29344.63;1.16;3936.0;3321.0;23;N;N;EF;691;3.0;A1;PESS;B3;S;0;0.0
obs4724;52;MT;CENTRO-OESTE;30;0.0;2022;0 Km;60;76850.53;1.12;9020.0;1763.0;20;N;N;EF;742;2.0;A4;BOM;C3;N;-1;0.0
obs1666;62;GO;CENTRO-OESTE;30;77.25;2021;0 Km;24;19905.83;0.0;12300.0;10619.0;7;N;N;EF;760;2.0;A4;BOM;A1;N;0;0.0
obs8086;51;SP;SULDESTE;30;71.99;2014;>= 3 anos;24;12655.61;1.24;9594.0;4428.0;6;N;N;EF;651;;;;;S;7;0.0
obs7947;51;MT;CENTRO-OESTE;30;44.64;2022;0 Km;36;46208.42;1.04;8200.0;1230.0;19;N;N;EF;663;3.0;A2;RUIM;A1;S;-1;0.0
obs4736;72;PA;NORTE;30;12.01;2022;0 Km;60;51397.19;1.55;5330.0;1353.0;24;N;N;EF;672;3.0;A1;RUIM;C3;S;-1;0.0
obs4522;70;SP;SULDESTE;30;61.13;2014;>= 3 anos;48;12647.31;1.07;4100.0;4264.0;8;N;N;EF;675;;;;;S;7;0.0
obs4500;42;SP;SULDESTE;30;47.78;2022;0 Km;37;28912.53;1.14;9430.0;4346.0;0;N;N;EF;686;2.0;A4;PESS;A2;S;-1;0.0
obs229;51;SP;SULDESTE;30;28.01;2021;0 Km;49;43182.42;0.79;6560.0;1845.0;17;N;N;EF;715;3.0;A4;BOM;B3;S;0;0.0
obs5130;69;PE;NORDESTE;30;71.74;2021;0 Km;18;22664.27;0.9;8200.0;4305.0;16;N;N;EF;692;1.0;A2;BOM;A1;;0;0.0
obs8776;50;PR;SUL;30;56.95;2020;2 anos;48;31313.41;1.58;4838.0;1845.0;20;N;N;EF;650;;;;;S;1;0.0
obs9020;72;SP;SULDESTE;30;90.32;2020;2 anos;36;6032.05;1.18;3280.0;1066.0;6;N;N;EF;678;;;;;S;1;0.0
obs4223;58;SP;SULDESTE;30;51.17;2022;0 Km;36;30560.37;1.07;4100.0;3526.0;26;N;N;EF;751;3.0;A4;BOM;A1;S;-1;0.0
obs3298;49;SP;SULDESTE;30;82.88;2021;0 Km;18;11827.27;0.0;3280.0;3239.0;0;N;N;EF;772;3.0;A2;BOM;A1;S;0;0.0
obs2535;57;CE;NORDESTE;30;45.03;2021;0 Km;49;46263.37;1.07;3690.0;2624.0;37;N;N;EF;751;3.0;A1;BOM;A3;S;0;0.0
obs9168;49;MA;NORDESTE;30;0.0;2022;0 Km;60;45703.95;1.23;7111.61;3280.0;15;N;N;EF;742;3.0;A2;BOM;C3;S;-1;0.0
obs5303;50;PR;SUL;30;83.23;2022;0 Km;12;6716.75;0.47;5740.0;3280.0;10;N;N;EF;755;3.0;A4;BOM;A1;S;-1;0.0
obs2799;42;GO;CENTRO-OESTE;30;19.92;2021;0 Km;60;53966.04;1.04;6560.0;2009.0;19;S;N;EF;697;3.0;A1;BOM;C3;N;0;0.0
obs825;42;SP;SULDESTE;30;51.54;2021;0 Km;25;43430.51;1.16;12300.0;8364.0;0;N;N;EF;654;3.0;A1;RUIM;A1;S;0;0.0
obs8645;70;SE;NORDESTE;30;0.0;2022;0 Km;60;42639.41;1.23;3690.0;902.0;27;N;N;EF;747;3.0;A2;BOM;C3;S;-1;0.0
obs2362;58;PA;NORTE;30;52.33;2021;0 Km;49;47838.15;1.19;4920.0;1353.0;30;S;N;EF;747;3.0;A2;BOM;A3;S;0;0.0
obs9244;55;DF;CENTRO-OESTE;30;4.07;2014;>= 3 anos;48;22741.17;2.15;2952.0;2501.0;26;N;N;EF;654;;;;;N;7;0.0
obs2136;46;GO;CENTRO-OESTE;30;20.02;2022;0 Km;60;62825.13;1.46;14760.0;2952.0;11;S;N;EF;687;3.0;A4;PESS;B3;S;-1;0.0
obs7728;60;RS;SUL;30;72.83;2021;0 Km;18;20308.71;0.0;3854.0;4264.0;0;N;N;EF;709;3.0;A4;RUIM;A1;S;0;0.0
obs4844;38;GO;CENTRO-OESTE;30;28.18;2022;0 Km;49;31139.05;1.27;2460.0;1845.0;38;N;N;EF;669;3.0;A1;RUIM;B3;S;-1;0.0
obs6363;85;MT;CENTRO-OESTE;30;10.44;2020;2 anos;48;43909.49;1.84;14760.0;1189.0;9;N;N;EF;665;;;;;S;1;1.0
obs6935;51;MA;NORDESTE;30;29.7;2022;0 Km;60;30370.53;1.54;3116.0;1845.0;26;N;N;EF;674;3.0;A2;RUIM;B3;S;-1;0.0
obs2867;61;SC;SUL;30;37.3;2021;0 Km;60;44827.28;1.13;4920.0;2952.0;21;N;N;EF;707;3.0;A4;BOM;B3;S;0;0.0
obs7723;49;SC;SUL;30;20.39;2022;0 Km;60;37778.09;1.51;3116.0;861.0;32;N;N;EF;678;1.0;A2;BOM;B3;;-1;0.0
obs8795;50;RJ;SULDESTE;30;60.01;2022;0 Km;24;17254.87;1.2;3280.0;820.0;26;N;N;EF;702;3.0;A1;BOM;A1;N;-1;0.0
obs6714;57;BA;NORDESTE;30;21.81;2022;0 Km;37;34162.34;1.13;3936.0;1271.0;32;N;N;EF;696;1.0;A2;BOM;B2;S;-1;1.0
obs4582;64;SC;SUL;30;22.66;2022;0 Km;60;41045.51;1.07;4264.0;4264.0;21;N;N;EF;747;3.0;A4;BOM;B3;N;-1;0.0
obs9278;68;PR;SUL;30;27.95;2022;0 Km;49;62777.05;1.01;5494.0;3034.0;0;N;N;EF;713;2.0;A4;RUIM;B3;S;-1;0.0
obs8314;29;SC;SUL;30;52.27;2018;>= 3 anos;48;18513.79;1.06;2624.0;1804.0;19;N;N;EF;700;;;;;N;3;0.0
obs3552;56;GO;CENTRO-OESTE;30;43.01;2013;>= 3 anos;48;20994.79;1.23;2460.0;1763.0;23;N;N;EF;678;;;;;S;8;0.0
obs7929;43;SC;SUL;30;36.41;2020;2 anos;60;42251.79;1.11;8200.0;1353.0;12;N;N;EF;662;;;;;N;1;0.0
obs5372;49;PR;SUL;30;79.65;2015;>= 3 anos;36;10817.28;1.01;3772.0;4264.0;10;N;N;EF;698;;;;;S;6;0.0
obs8037;37;MG;SULDESTE;30;3.97;2022;0 Km;60;46297.58;1.39;4920.0;1394.0;24;N;N;EF;733;3.0;A2;RUIM;C3;S;-1;0.0
obs7954;48;SE;NORDESTE;30;57.99;2022;0 Km;24;19847.61;0.57;3690.0;4346.0;25;N;N;EF;746;3.0;A2;BOM;A1;S;-1;0.0
obs9077;71;RJ;SULDESTE;30;17.84;2022;0 Km;48;34690.68;1.14;8200.0;5986.0;12;N;N;EF;720;1.0;A4;RUIM;C2;S;-1;0.0
obs6982;53;RJ;SULDESTE;30;63.01;2022;0 Km;24;27751.05;0.0;5581.17;4305.0;0;N;N;EF;772;3.0;A4;BOM;A1;N;-1;0.0
obs773;36;PA;NORTE;30;14.26;2021;0 Km;48;36105.83;1.21;3280.0;820.0;31;N;N;EF;697;3.0;A2;BOM;C2;S;0;0.0
obs8869;54;RS;SUL;30;55.82;2022;0 Km;37;19088.51;1.18;3198.0;1886.0;22;S;N;EF;706;1.0;A2;BOM;A2;;-1;0.0
obs8369;58;PR;SUL;30;15.7;2016;>= 3 anos;60;32408.18;2.01;8200.0;1148.0;11;N;N;EF;711;;;;;N;5;0.0
obs4409;46;PR;SUL;30;25.41;2013;>= 3 anos;36;13332.18;1.54;5740.0;1435.0;0;N;N;EF;667;;;;;S;8;0.0
obs8140;48;AM;NORTE;30;6.67;2022;0 Km;60;41124.28;1.66;3280.0;3198.0;14;N;N;EF;691;3.0;A1;RUIM;C3;S;-1;0.0
obs5696;38;DF;CENTRO-OESTE;30;78.21;2019;2 anos;48;9544.17;0.99;3444.0;2009.0;7;N;N;EF;658;;;;;;2;0.0
obs7556;58;DF;CENTRO-OESTE;30;26.02;2021;0 Km;49;71646.6;1.19;5740.0;1476.0;38;N;N;EF;668;3.0;A4;PESS;B3;S;0;0.0
obs8760;41;MG;SULDESTE;30;17.9;2022;0 Km;36;37757.71;1.09;4346.0;1886.0;30;N;N;EF;733;3.0;A4;BOM;C1;N;-1;0.0
obs9222;43;SP;SULDESTE;30;54.5;2022;0 Km;48;32660.11;1.17;9020.0;6027.0;0;N;N;EF;750;3.0;A2;BOM;A2;S;-1;0.0
obs4324;24;CE;NORDESTE;30;44.25;2022;0 Km;49;44621.63;0.93;4920.0;902.0;26;S;N;EF;661;1.0;A4;BOM;A3;;-1;0.0
obs7159;68;RS;SUL;30;32.53;2017;>= 3 anos;48;28591.28;1.43;7380.0;1845.0;11;N;N;EF;675;;;;;S;4;0.0
obs1376;62;SP;SULDESTE;30;53.11;2021;0 Km;30;29074.67;0.0;6560.0;1845.0;15;N;N;EF;760;3.0;A4;BOM;A1;S;0;0.0
obs8692;50;SP;SULDESTE;30;32.25;2022;0 Km;24;32185.35;0.72;5986.0;1599.0;24;N;N;EF;700;3.0;A4;BOM;B1;S;-1;0.0
obs2487;38;MT;CENTRO-OESTE;30;27.22;2022;0 Km;49;64567.36;0.93;4100.0;4387.0;45;N;N;EF;697;3.0;A2;BOM;B3;S;-1;0.0
obs1381;44;MG;SULDESTE;30;58.02;2021;0 Km;36;18667.71;0.93;5740.0;1804.0;11;N;N;EF;665;1.0;A1;BOM;A1;;0;0.0
obs464;46;SP;SULDESTE;30;37.63;2021;0 Km;24;28214.95;0.62;4100.0;1353.0;31;N;N;EF;755;3.0;A2;BOM;B1;S;0;0.0
obs7246;47;SP;SULDESTE;30;73.13;2022;0 Km;24;22838.05;0.0;6560.0;8487.0;0;N;N;EF;772;3.0;A2;BOM;A1;N;-1;0.0
obs4252;40;SP;SULDESTE;30;38.14;2022;0 Km;49;54627.05;0.93;4920.0;1394.0;0;N;N;EF;686;1.0;A1;BOM;B3;;-1;0.0
obs7029;25;BA;NORDESTE;30;1.96;2022;0 Km;60;42255.81;1.39;3690.0;1271.0;29;N;N;EF;725;1.0;A2;BOM;C3;;-1;0.0
obs8326;63;RS;SUL;30;41.83;2022;0 Km;49;33126.11;1.22;2624.0;3239.0;39;N;N;EF;711;3.0;A4;BOM;A3;N;-1;0.0
obs958;33;PR;SUL;30;37.53;2019;2 anos;48;20652.78;1.12;4100.0;902.0;14;N;N;EF;694;;;;;S;2;0.0
obs1940;45;PR;SUL;30;58.16;2021;0 Km;30;19955.25;0.0;3280.0;4346.0;0;N;N;EF;732;3.0;A4;RUIM;A1;N;0;0.0
obs889;56;SP;SULDESTE;30;47.94;2021;0 Km;24;36835.17;0.46;6560.0;3239.0;25;N;N;EF;760;3.0;A4;BOM;A1;S;0;0.0
obs9864;74;SC;SUL;30;40.06;2022;0 Km;24;48617.06;0.87;10254.1;2091.0;22;N;N;EF;747;3.0;A4;BOM;A1;S;-1;0.0
obs9024;44;CE;NORDESTE;30;46.7;2022;0 Km;37;48035.42;0.93;24600.0;1312.0;7;N;N;EF;658;3.0;A4;RUIM;A2;S;-1;0.0
obs6313;34;RN;NORDESTE;30;41.75;2022;0 Km;49;27363.44;1.16;3116.0;533.0;27;N;N;EF;682;3.0;A2;PESS;A3;S;-1;0.0
obs4305;63;SC;SUL;30;20.11;2022;0 Km;48;36781.26;1.47;3936.0;1353.0;28;N;N;EF;696;1.0;A2;BOM;B2;S;-1;1.0
obs2586;56;SC;SUL;30;32.83;2021;0 Km;48;60422.15;1.1;6560.0;4346.0;25;N;N;EF;747;3.0;A4;BOM;B2;S;0;0.0
