observacao;idade;uf;regiao;carencia;percentual_entrada_veicu;ano_modelo_veic;idade_bem;qtde_prestacoes;vlr_principal;taxa_mensal;vlr_renda;vlr_max_renda_presum;pc_compr_renda_familiar;autonomos;taxistas;status_prop;score_sis;var_1;var_2;var_3;var_4;var_5;idade_veiculo;target
obs6737;55;SP;SULDESTE;30;14.36;2016;>= 3 anos;60;33397.31;1.7;2624.0;1312.0;34;N;N;EF;666;;;;;N;9;0.0
obs5415;32;RR;NORTE;30;24.68;2022;0 Km;49;62466.25;0.83;4920.0;943.0;35;N;N;EF;678;1.0;A4;BOM;B3;;3;0.0
obs9344;47;BA;NORDESTE;30;43.79;2021;0 Km;37;51398.95;0.93;4756.0;492.0;0;N;N;EF;676;1.0;A2;RUIM;A2;;4;0.0
obs2667;54;PR;SUL;30;71.43;2018;>= 3 anos;24;9572.28;0.79;2870.0;1804.0;16;N;N;EF;660;;;;;;7;0.0
obs9235;78;DF;CENTRO-OESTE;30;34.59;2020;2 anos;48;36685.17;1.4;18040.0;5945.0;5;N;N;EF;684;;;;;S;5;0.0
obs2126;31;RS;SUL;30;28.03;2022;0 Km;37;33407.01;1.13;3280.0;1804.0;38;N;N;EF;697;3.0;A2;BOM;B2;N;3;0.0
obs6808;58;ES;SULDESTE;30;17.19;2022;0 Km;36;52283.12;0.83;4920.0;8446.0;36;N;N;EF;760;2.0;A4;BOM;C1;S;3;0.0
obs4743;55;DF;CENTRO-OESTE;30;32.32;2012;>= 3 anos;48;14280.09;1.55;2870.0;1312.0;14;N;N;EF;665;;;;;S;13;0.0
obs7482;56;BA;NORDESTE;30;36.16;2022;0 Km;48;33958.3;1.16;3280.0;1148.0;29;N;S;EF;672;3.0;A1;BOM;B2;S;3;0.0
obs8074;49;MG;SULDESTE;30;24.42;2021;0 Km;49;51410.38;1.1;4920.0;697.0;30;N;N;EF;715;3.0;A4;BOM;B3;S;4;0.0
obs9462;48;SC;SUL;30;42.01;2012;>= 3 anos;48;23224.37;2.13;2558.4;1353.0;31;N;S;EF;657;;;;;N;13;0.0
obs8299;33;CE;NORDESTE;30;16.43;2022;0 Km;60;36617.11;1.55;3690.0;1312.0;0;N;N;EF;699;1.0;A1;BOM;C3;S;3;0.0
obs8190;40;PI;NORDESTE;30;25.11;2022;0 Km;60;33047.53;1.55;5248.0;1845.0;16;N;N;EF;669;1.0;A2;RUIM;B3;S;3;1.0
obs2424;49;SP;SULDESTE;30;49.69;2015;>= 3 anos;24;16706.01;1.3;2460.0;1394.0;33;N;N;EF;657;;;;;N;10;0.0
obs8016;73;SP;SULDESTE;30;60.01;2022;0 Km;24;21639.24;0.82;4100.0;1230.0;24;N;N;EF;707;3.0;A4;BOM;A1;N;3;0.0
obs6555;62;PR;SUL;30;45.75;2018;>= 3 anos;48;21868.01;1.0;3280.0;1312.0;0;N;N;EF;721;;;;;S;7;0.0
obs7641;46;AL;NORDESTE;30;54.71;2021;0 Km;60;30210.34;0.92;4100.0;902.0;16;N;N;EF;746;3.0;A2;BOM;A3;S;4;0.0
obs3728;50;PR;SUL;30;63.23;2021;0 Km;24;32640.22;0.0;8200.0;1804.0;16;N;N;EF;715;3.0;A1;BOM;A1;N;4;0.0
obs3095;42;SP;SULDESTE;30;63.21;2021;0 Km;36;30079.8;1.28;4920.0;3567.0;0;N;N;EF;710;3.0;A2;PESS;A1;S;4;0.0
obs93;76;GO;CENTRO-OESTE;30;25.13;2021;0 Km;49;67305.47;0.93;4100.0;3321.0;46;N;N;EF;711;3.0;A4;BOM;B3;S;4;0.0
obs4840;44;SC;SUL;30;0.0;2016;>= 3 anos;48;31793.79;1.38;3116.0;4305.0;30;S;N;EF;675;;;;;S;9;0.0
obs6692;45;RJ;SULDESTE;30;54.54;2022;0 Km;60;26395.37;1.12;9840.0;5945.0;6;N;N;EF;674;1.0;A2;RUIM;A3;;3;0.0
obs8021;54;MG;SULDESTE;30;49.69;2022;0 Km;49;21838.31;1.1;2460.0;1148.0;26;N;N;EF;665;3.0;A4;PESS;A3;N;3;0.0
obs216;52;RJ;SULDESTE;30;17.82;2021;0 Km;60;35025.17;1.44;3280.0;984.0;27;N;N;EF;687;1.0;A2;RUIM;C3;;4;0.0
obs31;61;SP;SULDESTE;30;18.32;2015;>= 3 anos;48;19541.45;1.46;3280.0;2624.0;18;N;N;EF;686;;;;;S;10;0.0
obs4447;66;RJ;SULDESTE;30;4.4;2021;0 Km;60;63743.17;1.23;5740.0;5945.0;0;N;N;EF;764;1.0;A4;BOM;C3;S;4;0.0
obs8985;56;DF;CENTRO-OESTE;30;19.13;2022;0 Km;48;53275.83;1.05;12300.0;1845.0;12;N;N;EF;681;3.0;A1;BOM;C2;N;3;0.0
obs9197;36;BA;NORDESTE;30;11.69;2022;0 Km;60;38938.99;1.33;4100.0;943.0;24;N;N;EF;733;1.0;A1;BOM;C3;;3;1.0
obs5037;64;PA;NORTE;30;61.69;2022;0 Km;48;26736.57;0.85;5740.0;943.0;12;N;N;EF;668;1.0;A2;RUIM;A2;;3;0.0
obs7386;32;PE;NORDESTE;30;49.05;2022;0 Km;24;34549.04;0.46;8200.0;5986.0;19;N;N;EF;697;3.0;A1;BOM;A1;N;3;0.0
obs5928;75;RJ;SULDESTE;30;84.89;2021;0 Km;24;8938.27;0.91;4100.0;2706.0;0;N;N;EF;764;3.0;A4;BOM;A1;N;4;0.0
obs8556;82;SP;SULDESTE;30;2.33;2022;0 Km;60;35661.46;1.2;3690.0;2501.0;22;N;N;EF;696;1.0;A4;BOM;C3;N;3;0.0
obs80;64;SC;SUL;30;51.27;2021;0 Km;24;48100.37;0.66;24600.0;3444.0;9;N;N;EF;679;3.0;A4;RUIM;A1;N;4;0.0
obs8791;40;BA;NORDESTE;30;46.32;2022;0 Km;49;40377.17;1.07;6560.0;8364.0;18;N;N;EF;697;1.0;A1;RUIM;A3;;3;0.0
obs2606;54;PR;SUL;30;7.8;2022;0 Km;60;45187.58;1.13;3444.0;2050.0;31;N;N;EF;746;3.0;A4;BOM;C3;N;3;0.0
obs5966;35;DF;CENTRO-OESTE;30;0.0;2022;0 Km;60;44247.3;1.39;4920.0;1599.0;22;N;N;EF;693;3.0;A2;BOM;C3;S;3;0.0
obs7056;58;RJ;SULDESTE;30;31.92;2018;>= 3 anos;60;48709.38;1.18;5330.0;2624.0;22;N;N;EF;694;;;;;S;7;0.0
obs3159;46;PR;SUL;30;12.2;2019;2 anos;60;31152.28;1.75;2706.0;1435.0;32;N;N;EF;657;;;;;S;6;0.0
obs9207;63;SP;SULDESTE;30;31.54;2015;>= 3 anos;48;58529.55;1.33;8200.0;4387.0;20;N;N;EF;678;;;;;S;10;0.0
obs5481;65;SC;SUL;30;53.76;2021;0 Km;36;42286.65;0.83;4920.0;2665.0;29;N;N;EF;747;3.0;A4;RUIM;A1;S;4;0.0
obs5194;41;SP;SULDESTE;30;40.0;2021;0 Km;48;48182.1;1.13;14760.0;8405.0;0;N;N;EF;714;3.0;A4;BOM;B2;S;4;0.0
obs6181;66;PR;SUL;30;21.7;2022;0 Km;48;45868.17;1.03;7380.0;8446.0;0;N;N;EF;768;3.0;A4;BOM;B2;S;3;0.0
obs3428;55;SP;SULDESTE;30;0.0;2021;0 Km;48;41101.37;1.37;4920.0;2624.0;24;N;N;EF;747;3.0;A4;RUIM;C2;S;4;0.0
obs1487;42;PA;NORTE;30;48.95;2021;0 Km;60;43397.65;1.02;4510.0;4305.0;22;N;N;EF;733;3.0;A2;BOM;A3;S;4;0.0
obs7421;82;CE;NORDESTE;30;59.8;2022;0 Km;18;26725.34;0.0;19680.0;1968.0;0;N;N;EF;760;1.0;A2;BOM;A1;;3;0.0
obs2931;33;ES;SULDESTE;30;0.0;2022;0 Km;60;44413.79;1.39;3526.0;1312.0;32;N;N;EF;693;3.0;A1;BOM;C3;N;3;0.0
obs537;38;PR;SUL;30;63.38;2021;0 Km;18;30958.17;0.0;6560.0;8323.0;27;N;N;EF;746;3.0;A2;BOM;A1;N;4;0.0
obs8928;36;PB;NORDESTE;30;74.28;2022;0 Km;24;15146.65;0.41;7867.08;6027.0;8;N;N;EF;746;3.0;A2;BOM;A1;S;3;0.0
obs1438;23;MA;NORDESTE;30;30.77;2021;0 Km;48;32656.56;1.63;0.83;0.0;82;N;N;EF;608;1.0;A0;BOM;B2;;4;0.0
obs8440;21;PR;SUL;30;28.38;2022;0 Km;49;40745.24;1.22;2542.0;1271.0;0;N;N;EF;661;1.0;A2;BOM;B3;;3;0.0
obs783;55;PA;NORTE;30;26.65;2021;0 Km;48;46649.93;1.08;7380.0;2624.0;17;N;N;EF;652;1.0;A2;PESS;B2;S;4;0.0
obs754;79;CE;NORDESTE;30;69.32;2021;0 Km;24;26380.72;0.0;16400.0;8364.0;0;N;N;EF;737;3.0;A4;RUIM;A1;S;4;0.0
obs6307;51;BA;NORDESTE;30;20.01;2022;0 Km;60;51116.89;1.13;8200.0;8364.0;15;N;N;EF;674;3.0;A2;PESS;B3;S;3;0.0
obs312;53;MT;CENTRO-OESTE;30;36.36;2021;0 Km;48;41228.92;1.04;8200.0;1845.0;14;N;N;EF;687;3.0;A1;PESS;B2;S;4;0.0
obs6868;36;GO;CENTRO-OESTE;30;0.0;2022;0 Km;60;45919.19;0.99;4100.0;861.0;25;N;N;EF;746;3.0;A1;BOM;C3;S;3;0.0
obs5512;36;RJ;SULDESTE;30;36.37;2017;>= 3 anos;60;24142.21;1.86;4920.0;1312.0;13;N;N;EF;646;;;;;;8;0.0
obs8017;49;SP;SULDESTE;30;60.16;2022;0 Km;36;31295.75;0.69;4100.0;3362.0;24;N;N;EF;746;3.0;A4;BOM;A1;N;3;0.0
obs7316;52;MA;NORDESTE;30;63.83;2016;>= 3 anos;36;14599.7;1.91;12300.0;1271.0;4;N;N;EF;627;;;;;S;9;0.0
obs4286;50;MS;CENTRO-OESTE;30;58.8;2022;0 Km;36;36619.86;0.72;3690.0;1640.0;33;N;N;EF;702;3.0;A2;BOM;A1;S;3;0.0
obs5486;63;SP;SULDESTE;30;63.38;2021;0 Km;18;29008.27;0.0;2050.0;3239.0;79;N;N;EF;705;2.0;A4;RUIM;A1;N;4;0.0
obs6245;73;SP;SULDESTE;30;56.84;2022;0 Km;36;25998.95;0.9;856.9;6150.0;0;N;N;EF;777;1.0;A4;BOM;A1;N;3;0.0
obs8178;69;RS;SUL;30;39.75;2022;0 Km;48;33901.33;1.16;4920.0;2214.0;0;N;N;EF;692;3.0;A1;RUIM;B2;S;3;0.0
obs8690;48;SP;SULDESTE;30;82.26;2021;0 Km;12;13337.71;0.65;6560.0;1927.0;18;N;N;EF;755;3.0;A4;BOM;A1;S;4;0.0
obs8414;26;RJ;SULDESTE;30;10.02;2022;0 Km;60;37927.68;1.41;4592.0;8528.0;21;N;N;EF;670;1.0;A1;RUIM;C3;;3;0.0
obs5794;69;SP;SULDESTE;30;0.0;2022;0 Km;60;93582.27;1.04;7380.0;2091.0;28;N;N;EF;760;3.0;A4;BOM;C3;S;3;0.0
obs6462;48;SP;SULDESTE;30;66.45;2021;0 Km;37;25430.97;1.27;4920.0;11849.0;19;N;N;EF;746;3.0;A4;RUIM;A2;S;4;0.0
obs218;63;PB;NORDESTE;30;0.0;2021;0 Km;60;40782.51;1.25;3813.0;1804.0;25;N;N;EF;720;3.0;A2;BOM;C3;S;4;0.0
obs1706;50;RN;NORDESTE;30;53.96;2017;>= 3 anos;36;22485.53;1.09;7380.0;1476.0;10;N;N;EF;681;;;;;S;8;0.0
obs5657;46;RN;NORDESTE;30;50.73;2016;>= 3 anos;48;11862.36;1.4;2050.0;1312.0;17;N;N;EF;646;;;;;S;9;0.0
obs4742;63;SP;SULDESTE;30;61.54;2019;2 anos;24;17013.11;0.85;4182.0;1640.0;19;N;S;EF;684;;;;;S;6;0.0
obs2572;38;MS;CENTRO-OESTE;30;35.81;2021;0 Km;49;57937.57;0.93;6109.0;1968.0;27;N;N;EF;697;3.0;A2;RUIM;B3;N;4;0.0
obs2688;29;BA;NORDESTE;30;10.14;2022;0 Km;60;37532.41;1.29;3116.0;820.0;0;S;N;EF;714;3.0;A2;BOM;C3;N;3;0.0
obs1828;61;PR;SUL;30;63.07;2021;0 Km;24;32711.02;0.0;6560.0;1845.0;21;N;N;EF;760;3.0;A4;BOM;A1;N;4;0.0
obs2756;66;AL;NORDESTE;30;5.62;2021;0 Km;60;69708.38;1.12;4920.0;2952.0;32;N;N;EF;747;3.0;A2;BOM;C3;S;4;0.0
obs7018;60;BA;NORDESTE;30;24.43;2022;0 Km;49;33042.81;1.16;4100.0;1066.0;24;N;N;EF;683;1.0;A4;RUIM;B3;;3;1.0
obs3806;56;PR;SUL;30;11.8;2022;0 Km;60;44369.31;1.28;5740.0;1353.0;19;N;N;EF;707;3.0;A4;RUIM;C3;S;3;0.0
obs9793;51;SP;SULDESTE;30;24.93;2022;0 Km;60;34376.55;1.03;4100.0;1476.0;0;N;N;EF;746;3.0;A2;BOM;B3;N;3;0.0
obs2212;41;SC;SUL;30;0.0;2020;2 anos;48;33769.19;1.44;3099.6;1353.0;33;N;N;EF;670;;;;;N;5;0.0
obs2548;45;DF;CENTRO-OESTE;30;63.0;2021;0 Km;18;32781.68;0.0;12300.0;2091.0;14;N;N;EF;755;3.0;A2;RUIM;A1;S;4;0.0
obs3662;32;ES;SULDESTE;30;10.01;2022;0 Km;60;47473.8;1.14;5740.0;820.0;0;N;N;EF;708;1.0;A1;BOM;C3;S;3;0.0
obs7775;35;GO;CENTRO-OESTE;30;37.19;2021;2 anos;60;44250.89;1.26;4920.0;1763.0;21;N;N;EF;679;;;;;S;4;0.0
obs2002;52;MG;SULDESTE;30;52.09;2021;0 Km;36;37468.67;0.88;12300.0;2050.0;10;N;N;EF;702;1.0;A4;RUIM;A1;S;4;0.0
obs6524;50;RS;SUL;30;17.78;2021;0 Km;60;33904.94;1.37;3280.0;1804.0;0;S;N;EF;719;3.0;A4;BOM;C3;S;4;0.0
obs3758;40;PA;NORTE;30;9.49;2021;0 Km;60;54966.29;1.4;4100.0;3198.0;33;N;N;EF;746;2.0;A2;BOM;C3;S;4;0.0
obs4080;29;SP;SULDESTE;30;79.74;2022;0 Km;18;9011.08;0.55;2378.0;1312.0;23;N;N;EF;654;1.0;A1;BOM;A1;;3;0.0
obs4636;61;PR;SUL;30;50.6;2022;0 Km;48;35198.71;0.97;4100.0;0.0;22;N;N;EF;751;3.0;A4;BOM;A2;;3;0.0
obs789;50;ES;SULDESTE;30;30.27;2021;0 Km;48;29503.88;1.47;4100.0;1312.0;21;N;N;EF;655;3.0;A1;BOM;B2;N;4;0.0
obs6740;29;MG;SULDESTE;30;40.62;2015;>= 3 anos;48;17487.87;1.54;2542.0;1189.0;21;N;N;EF;657;;;;;S;10;0.0
obs5040;47;SP;SULDESTE;30;0.0;2014;>= 3 anos;48;22607.31;2.01;3690.0;1845.0;20;N;N;EF;668;;;;;S;11;0.0
obs4990;46;PR;SUL;30;73.0;2021;0 Km;24;23120.98;0.0;3690.0;2583.0;0;N;N;EF;651;2.0;A4;BOM;A1;N;4;0.0
obs2558;42;SC;SUL;30;42.55;2014;>= 3 anos;48;16770.79;1.54;2050.0;1845.0;25;N;S;EF;629;;;;;N;11;0.0
obs7558;70;SP;SULDESTE;30;52.52;2022;0 Km;60;40999.14;0.96;3854.0;1558.0;24;N;N;EF;760;3.0;A4;BOM;A3;S;3;0.0
obs7848;45;SP;SULDESTE;30;11.08;2021;2 anos;48;33688.64;1.0;4920.0;6109.0;0;N;N;EF;699;;;;;S;4;0.0
obs3903;61;DF;CENTRO-OESTE;30;18.4;2022;0 Km;60;38346.83;1.26;5330.0;1722.0;17;N;N;EF;711;3.0;A2;BOM;C3;S;3;0.0
obs8927;67;SP;SULDESTE;30;10.4;2021;0 Km;60;50926.75;1.46;6560.0;1968.0;0;N;N;EF;724;3.0;A4;RUIM;C3;S;4;0.0
obs3418;60;SP;SULDESTE;30;82.71;2021;0 Km;30;11608.81;0.0;6970.0;1927.0;5;N;N;EF;673;3.0;A4;PESS;A1;S;4;0.0
obs641;48;BA;NORDESTE;30;62.81;2021;0 Km;48;25240.94;1.03;28700.0;1517.0;2;N;N;EF;755;3.0;A2;BOM;A2;S;4;0.0
obs3874;46;SP;SULDESTE;30;10.1;2021;0 Km;60;89490.37;1.29;7544.0;3403.0;0;N;N;EF;763;1.0;A2;BOM;C3;;4;0.0
obs4720;46;DF;CENTRO-OESTE;30;37.3;2021;0 Km;60;29631.0;0.92;20500.0;15990.0;3;N;N;EF;746;3.0;A1;BOM;B3;S;4;0.0
obs2901;36;TO;NORTE;30;55.39;2021;0 Km;48;19810.6;1.1;4100.0;1312.0;13;N;N;EF;646;2.0;A2;RUIM;A2;N;4;0.0
obs1335;44;RS;SUL;30;22.9;2021;0 Km;60;31542.0;1.39;3116.0;1804.0;26;N;S;EF;693;1.0;A2;RUIM;B3;S;4;0.0
obs6742;32;SP;SULDESTE;30;83.0;2022;0 Km;36;10054.91;0.0;3526.0;1681.0;8;N;N;EF;746;3.0;A4;BOM;A1;S;3;0.0
obs328;39;RS;SUL;30;33.9;2014;>= 3 anos;48;17231.14;1.48;3690.0;1353.0;13;N;N;EF;677;;;;;S;11;0.0
obs7356;60;PR;SUL;30;44.07;2022;0 Km;49;50078.88;0.88;4756.0;1886.0;0;N;N;EF;683;3.0;A2;PESS;A3;S;3;0.0
obs6713;27;PE;NORDESTE;30;28.45;2022;0 Km;49;34297.55;1.05;2870.0;1025.0;35;N;N;EF;706;1.0;A4;BOM;B3;;3;0.0
obs215;48;SP;SULDESTE;30;0.0;2021;0 Km;60;49610.89;1.09;4100.0;1435.0;27;N;N;EF;755;3.0;A1;BOM;C3;S;4;0.0
obs6871;41;SP;SULDESTE;30;25.85;2021;0 Km;37;46072.17;1.01;4510.0;1927.0;35;N;N;EF;746;3.0;A4;BOM;B2;S;4;0.0
obs6199;60;RJ;SULDESTE;30;58.0;2022;0 Km;12;24756.26;0.0;12300.0;16031.0;16;N;N;EF;760;3.0;A4;BOM;A1;S;3;0.0
obs5707;42;RO;NORTE;30;17.28;2021;0 Km;37;68144.95;0.74;8200.0;1312.0;0;N;N;EF;691;2.0;A2;BOM;C2;N;4;0.0
obs2592;40;PE;NORDESTE;30;34.18;2022;0 Km;49;48381.82;0.83;1671.98;0.0;0;N;N;EF;723;3.0;A2;BOM;B3;S;3;0.0
obs8032;57;SP;SULDESTE;30;46.88;2014;>= 3 anos;36;15145.61;1.19;6560.0;2624.0;7;N;N;EF;701;;;;;N;11;0.0
obs8112;49;PE;NORDESTE;30;10.12;2022;0 Km;60;50300.49;1.4;4018.0;1353.0;32;N;N;EF;706;1.0;A1;BOM;C3;N;3;0.0
obs3724;24;RS;SUL;30;10.04;2021;0 Km;60;40969.97;1.44;4510.0;451.0;23;N;N;EF;685;1.0;A2;BOM;C3;;4;0.0
obs5627;63;SP;SULDESTE;30;33.22;2022;0 Km;36;52667.42;0.83;4920.0;2665.0;34;N;N;EF;720;3.0;A4;BOM;B1;S;3;0.0
obs6845;41;RR;NORTE;30;24.49;2022;0 Km;49;62408.43;0.83;4100.0;1189.0;43;N;N;EF;691;3.0;A1;BOM;B3;S;3;0.0
obs4751;65;MA;NORDESTE;30;68.85;2022;0 Km;24;15224.13;0.56;4100.0;1927.0;17;N;N;EF;707;3.0;A2;BOM;A1;S;3;0.0
obs8270;42;AC;NORTE;30;33.38;2022;0 Km;36;31583.14;1.09;5469.4;5945.0;20;N;N;EF;693;3.0;A2;RUIM;B1;S;3;0.0
obs4019;67;RS;SUL;30;45.45;2013;>= 3 anos;36;11006.14;0.99;4920.0;2583.0;7;N;N;EF;688;;;;;N;12;0.0
obs9256;83;DF;CENTRO-OESTE;30;72.23;2022;0 Km;24;25929.2;1.04;14760.0;2173.0;8;N;N;EF;720;3.0;A2;BOM;A1;S;3;0.0
obs9637;46;MS;CENTRO-OESTE;30;58.39;2022;0 Km;48;23076.08;1.0;7626.0;3977.0;8;N;N;EF;742;3.0;A2;BOM;A2;S;3;0.0
obs2505;38;SP;SULDESTE;30;30.31;2021;0 Km;60;52755.4;1.64;5330.0;1353.0;26;N;N;EF;669;2.0;A1;RUIM;B3;S;4;0.0
obs9023;46;SP;SULDESTE;30;74.83;2022;0 Km;12;15324.61;0.0;12710.0;3690.0;10;N;N;EF;755;3.0;A2;BOM;A1;S;3;0.0
obs4356;48;MT;CENTRO-OESTE;30;49.26;2022;0 Km;24;37263.8;0.87;6806.0;8405.0;25;N;N;EF;742;3.0;A4;BOM;A1;N;3;0.0
obs209;80;RJ;SULDESTE;30;41.05;2021;0 Km;49;30348.12;1.16;8200.0;4264.0;10;N;N;EF;656;3.0;A4;RUIM;A3;N;4;0.0
obs3127;48;PR;SUL;30;28.66;2021;0 Km;60;44817.5;1.41;5330.0;4305.0;21;N;N;EF;715;1.0;A4;PESS;B3;S;4;0.0
obs3598;39;DF;CENTRO-OESTE;30;24.92;2022;0 Km;48;43806.57;1.14;6888.0;2583.0;0;N;N;EF;754;3.0;A2;BOM;B2;S;3;0.0
obs1732;64;SP;SULDESTE;30;54.89;2021;0 Km;48;21252.13;1.16;1640.0;1066.0;37;N;N;EF;692;1.0;A4;BOM;A2;;4;0.0
obs9057;54;SP;SULDESTE;30;20.04;2022;0 Km;48;56125.04;1.33;6560.0;1927.0;24;S;N;EF;715;2.0;A4;BOM;B2;S;3;0.0
obs1299;61;SP;SULDESTE;30;8.13;2021;0 Km;60;36154.57;1.37;5346.4;1845.0;17;N;N;EF;720;3.0;A4;BOM;C3;S;4;0.0
obs8620;60;BA;NORDESTE;30;19.31;2022;0 Km;48;35618.99;1.21;3690.0;4305.0;27;N;N;EF;751;2.0;A2;BOM;C2;S;3;0.0
obs3430;53;SP;SULDESTE;30;34.43;2021;0 Km;48;26992.2;1.44;3690.0;2665.0;22;N;N;EF;678;3.0;A2;PESS;B2;S;4;1.0
obs1187;59;MS;CENTRO-OESTE;30;53.17;2019;2 anos;48;31829.92;1.27;4510.0;4469.0;19;N;N;EF;678;;;;;S;6;0.0
obs1308;39;SE;NORDESTE;30;65.11;2021;0 Km;48;31642.9;0.83;4920.0;3362.0;17;N;N;EF;693;3.0;A2;BOM;A2;S;4;0.0
obs885;51;MT;CENTRO-OESTE;30;50.75;2021;0 Km;36;33147.54;0.88;4920.0;2501.0;22;N;N;EF;702;2.0;A1;BOM;A1;N;4;0.0
obs7284;34;RS;SUL;30;28.65;2022;0 Km;60;70649.04;1.31;5740.0;2501.0;29;N;N;EF;697;2.0;A4;RUIM;B3;S;3;0.0
obs5866;37;PR;SUL;30;10.01;2022;0 Km;60;42189.46;1.24;3690.0;1353.0;28;N;S;EF;697;2.0;A1;RUIM;C3;S;3;0.0
obs3645;43;PR;SUL;30;49.2;2021;0 Km;48;48152.34;1.05;6560.0;11767.0;0;N;N;EF;754;3.0;A4;BOM;A2;S;4;0.0
obs7035;49;RJ;SULDESTE;30;48.44;2022;0 Km;36;22688.88;0.76;3116.0;1886.0;24;N;S;EF;706;3.0;A2;BOM;A1;S;3;0.0
obs6125;57;PA;NORTE;30;18.77;2021;0 Km;60;56380.51;1.12;13120.0;7503.0;10;N;N;EF;747;2.0;A4;BOM;C3;S;4;0.0
obs3754;58;SP;SULDESTE;30;63.55;2015;>= 3 anos;24;10082.61;0.84;1722.0;1394.0;28;S;N;EF;655;;;;;;10;0.0
obs2826;46;TO;NORTE;30;29.68;2022;0 Km;48;62455.17;1.52;6970.0;2501.0;27;N;N;EF;663;3.0;A1;RUIM;B2;S;3;0.0
obs4952;48;ES;SULDESTE;30;29.82;2022;0 Km;49;30263.12;1.16;2624.0;1353.0;35;N;N;EF;678;1.0;A2;PESS;B3;;3;0.0
obs1741;33;RO;NORTE;30;38.3;2021;0 Km;37;47809.95;0.74;6560.0;1804.0;0;N;N;EF;695;3.0;A1;BOM;B2;N;4;0.0
obs2532;38;RS;SUL;30;63.57;2021;0 Km;18;31002.5;0.0;6150.0;2009.0;28;N;N;EF;746;3.0;A2;BOM;A1;N;4;0.0
obs1516;68;SP;SULDESTE;30;44.78;2019;2 anos;60;17719.44;1.13;2952.0;1353.0;14;N;N;EF;665;;;;;S;6;0.0
obs5142;39;DF;CENTRO-OESTE;30;24.07;2022;0 Km;60;39599.3;0.93;4100.0;2993.0;21;N;N;EF;746;3.0;A4;BOM;B3;S;3;0.0
obs3266;38;PE;NORDESTE;30;22.51;2021;0 Km;49;57844.65;0.83;3690.0;2542.0;0;N;N;EF;723;2.0;A2;RUIM;B3;S;4;0.0
obs4260;47;BA;NORDESTE;30;64.29;2021;0 Km;18;21506.77;0.0;12300.0;3362.0;9;N;N;EF;755;3.0;A2;BOM;A1;N;4;0.0
obs3355;63;SC;SUL;30;53.76;2021;0 Km;48;41198.52;0.95;4920.0;1886.0;22;N;N;EF;747;3.0;A4;BOM;A2;S;4;0.0
obs6545;33;MA;NORDESTE;30;36.74;2022;0 Km;60;48131.7;1.5;5740.0;2542.0;22;N;N;EF;665;2.0;A2;PESS;B3;S;3;0.0
obs4973;52;SC;SUL;30;32.0;2022;0 Km;49;33461.26;1.16;27880.0;2296.0;3;N;N;EF;678;2.0;A2;RUIM;B3;S;3;0.0
obs744;58;SP;SULDESTE;30;74.8;2021;0 Km;24;18618.49;0.0;4100.0;2747.0;19;S;N;EF;760;3.0;A4;BOM;A1;S;4;0.0
obs3285;41;RS;SUL;30;63.0;2021;0 Km;18;35629.75;0.0;9840.0;3690.0;21;N;N;EF;746;3.0;A2;BOM;A1;N;4;0.0
obs39;53;PE;NORDESTE;30;0.0;2021;0 Km;60;41172.01;1.04;5330.0;3239.0;18;N;N;EF;755;3.0;A2;BOM;C3;S;4;0.0
obs8485;70;BA;NORDESTE;30;27.97;2022;0 Km;49;44748.99;1.23;5330.0;2952.0;26;N;N;EF;711;3.0;A1;BOM;B3;S;3;1.0
obs6674;84;AL;NORDESTE;30;56.36;2022;0 Km;60;26371.03;1.3;2460.0;492.0;25;N;N;EF;652;3.0;A2;PESS;A3;S;3;0.0
obs7859;48;BA;NORDESTE;30;90.76;2022;0 Km;12;9246.57;0.99;2050.0;1312.0;40;N;N;EF;746;1.0;A2;BOM;A1;;3;0.0
obs1022;35;RO;NORTE;30;26.78;2021;0 Km;49;58139.53;1.42;5640.78;2378.0;32;N;N;EF;697;3.0;A2;BOM;B3;N;4;0.0
obs948;33;PE;NORDESTE;30;11.48;2021;0 Km;60;36507.13;1.33;3690.0;820.0;25;N;N;EF;693;1.0;A1;BOM;C3;;4;0.0
obs1370;35;DF;CENTRO-OESTE;30;65.16;2021;0 Km;36;31623.83;0.7;5740.0;4264.0;18;N;N;EF;697;3.0;A2;RUIM;A1;S;4;0.0
obs8757;48;SP;SULDESTE;30;10.17;2022;0 Km;60;41140.22;1.39;3280.0;902.0;31;N;N;EF;742;1.0;A2;BOM;C3;S;3;0.0
obs7870;26;RS;SUL;30;65.06;2022;0 Km;24;29258.39;1.04;9840.0;1271.0;14;N;N;EF;738;2.0;A1;BOM;A1;S;3;0.0
obs4482;40;DF;CENTRO-OESTE;30;24.53;2022;0 Km;49;67681.52;0.93;4920.0;2624.0;40;N;N;EF;697;3.0;A2;BOM;B3;S;3;0.0
obs4238;69;PE;NORDESTE;30;51.11;2021;0 Km;36;44716.54;0.83;20500.0;6068.0;7;N;N;EF;707;3.0;A2;BOM;A1;N;4;0.0
obs392;63;PE;NORDESTE;30;62.51;2019;2 anos;36;15516.71;1.41;2460.0;1312.0;22;N;N;EF;643;;;;;N;6;0.0
obs2971;71;SE;NORDESTE;30;45.3;2017;>= 3 anos;60;36940.66;1.19;4920.0;2501.0;18;N;N;EF;660;;;;;;8;0.0
